I_RX,Q_RX
-0.00406942341680195,0.003959891398668
-0.00122157957925787,-0.0039529147786919
-0.00394985831088069,0.00399427798142687
-0.00393267826034776,0.00388889929879104
-0.00387895280670729,-0.00399968699904496
0.00134844083467381,-0.00135229436611616
-0.00135613180949069,0.00122540066765173
0.00378162418869158,0.00154328930421579
-0.00393328507387089,0.00103972394726566
-0.00424942099285547,0.00370380670079249
-0.00149578941421617,0.00390379527552293
-0.00424619355323029,0.00372171463609948
0.00357748994891987,0.00426848788847816
-0.00126723837221839,-0.00147306066747782
-0.00142572676412157,0.00109317568747189
0.001400789034539,-0.00139264147604792
-0.00166612048849065,0.00392671642326997
-0.00144724268075088,0.00110009021128889
0.00365448002225769,0.00426500367291313
-0.00139339835933616,0.00389720618194359
0.00430136733534614,-0.00372413608921504
-0.00390650844562955,-0.00165478740990777
-0.00408656802794293,0.00386338063973468
0.00396473976011519,0.00144748018398777
-0.00391045299141975,-0.00401306571188647
-0.00146980196429707,0.00393573776437908
0.00388747698024696,-0.00139891479840785
-0.00134862488924047,-0.00406767532729269
-0.00150234199958081,-0.00416859502825459
0.00129209645619561,0.00402890676399376
0.00128880641723523,-0.00396913220015798
0.00405288255828023,0.00403023417989572
-0.00392031848954086,-0.00156354250431992
-0.003624658128466,-0.00418925579563313
0.00123846482489732,0.00130718207449763
-0.0038410537005649,-0.00159341643637908
0.00111610544523698,0.00398756717004554
-0.00132439776453707,-0.00142744417665006
-0.000991124113521137,-0.00410458576785669
0.00169161958120503,-0.00393082042622639
0.00367214788002038,0.00177381603145987
0.00170306635943482,-0.00396390552139852
-0.00366924658888814,-0.0044313817181078
-0.00157381134821984,0.00118377762837607
0.000862906459292613,0.00398931950402268
0.00376776525179679,0.00156693829427605
0.00117123300135516,0.00134617736983713
-0.00436609971645703,0.00345064733731236
0.00133547416213725,-0.00114003259260528
0.00362231587024673,0.00173472976764204
-0.00185619504607771,0.0037009756265602
-0.000718949930780024,-0.00418683295238964
-0.00170352941072252,0.00364724107208951
0.000928991492986365,0.00148406833083959
0.0044170310570459,-0.00345890713346428
-0.001810761217252,0.00371659523662963
-0.00157502257207944,0.00108280535636188
0.00096591777599954,0.0041657447933713
-0.00438947715378239,0.00339310696415689
-0.0014454091509325,0.00112437097407974
-0.0036419267458215,-0.0045420213770327
-0.00421384536732762,0.000977414348471547
0.00355945308054894,0.004270768560299
-0.00141315079607648,0.00114372643776719
0.00433197903971505,-0.00356389911114064
-0.00141934265851669,0.00121944076493343
-0.00421035694884218,0.00382107419622933
0.00427025326455127,-0.00351021358576733
0.00106374415522005,0.00408268266562477
